DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),Speed#19(19.5m),Dir#19(19.5m),Speed#20(20.5m),Dir#20(20.5m),Speed#21(21.5m),Dir#21(21.5m),Speed#22(22.5m),Dir#22(22.5m),Speed#23(23.5m),Dir#23(23.5m),Speed#24(24.5m),Dir#24(24.5m),Speed#25(25.5m),Dir#25(25.5m),Speed#26(26.5m),Dir#26(26.5m),Speed#27(27.5m),Dir#27(27.5m),Speed#28(28.5m),Dir#28(28.5m),Speed#29(29.5m),Dir#29(29.5m),Speed#30(30.5m),Dir#30(30.5m),Speed#31(31.5m),Dir#31(31.5m),Speed#32(32.5m),Dir#32(32.5m),Speed#33(33.5m),Dir#33(33.5m),Speed#34(34.5m),Dir#34(34.5m),Speed#35(35.5m),Dir#35(35.5m),Speed#36(36.5m),Dir#36(36.5m),Speed#37(37.5m),Dir#37(37.5m),Speed#38(38.5m),Dir#38(38.5m),Speed#39(39.5m),Dir#39(39.5m)
9/23/2008 18:30,11.9,193.9,11.2,4.7,43.231,28.03,0,0,0.038,115.2,0.202,144.66,0.068,267.47,0.092,16.46,0.035,101.63,0.147,231.65,0.038,195.12,0.042,308.23,0.109,290.92,0.079,216.72,0.085,228.81,0.123,203.01,0.114,224.64,0.127,214.07,0.176,204.09,0.164,218.82,0.14,256.76,0.159,256.57,0.263,254.32,0.169,231.98,0.256,261.68,0.202,274.55,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 19:00,11.9,193.8,11.2,4.7,43.222,28.03,0,0,0.078,0,0.025,113.5,0.042,88.64,0.165,25.16,0.084,59.15,0.046,7.43,0.059,354.19,0.041,191.31,0.093,136.74,0.04,184.29,0.076,247.5,0.041,161.57,0.041,173.05,0.109,232.08,0.083,263.81,0.141,215.49,0.167,271.37,0.216,266.82,0.155,235.28,0.276,289.22,0.239,297.64,0.22,285.55,0.278,308.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 19:30,11.9,193.9,11.2,4.7,43.194,28.05,0,0,0.133,127.65,0.172,118.8,0.098,55.34,0.199,55.67,0.172,54,0.076,55.68,0.1,75.55,0.06,96.65,0.019,11.89,0.065,284.25,0,0,0.055,329.22,0.054,284.04,0.025,315,0.069,297.68,0.146,264.09,0.134,307.13,0.077,275.19,0.191,307.35,0.158,285.8,0.232,315.7,0.272,329,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 20:00,11.9,193.9,11.2,4.7,43.177,28.05,0,0,0.077,77.23,0.082,65.61,0.008,23.2,0.127,88.65,0.156,67.38,0.063,31.43,0.009,77.47,0.069,253.94,0.071,32.35,0.036,344.05,0.034,42.61,0.017,270,0.022,204.23,0.135,324.31,0.21,338.2,0.188,350.49,0.247,338.41,0.201,322.9,0.302,331.06,0.29,312.77,0.164,315,0.199,351.63,0.373,338.46,0.397,339.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 20:30,11.9,193.7,11.2,4.7,43.154,28.08,0,0,0.133,77.85,0.134,146.9,0.093,99.87,0.141,72.72,0.094,99.76,0.071,104.62,0.049,35.94,0.089,336.04,0.045,237.72,0.068,315,0.129,353.76,0.144,342.57,0.137,323.88,0.222,328.24,0.241,334.71,0.261,345.38,0.171,339.13,0.273,330.15,0.271,0,0.299,357.13,0.25,357.94,0.286,349.32,0.383,347.78,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 21:00,11.9,193.7,11.2,4.7,43.137,28.09,0,0,0.019,270,0.06,252.47,0.075,80.79,0.167,30.55,0.163,46.49,0.159,47.29,0.105,65.87,0.077,77.96,0.049,351.7,0.05,327.26,0.169,324.15,0.121,355.28,0.141,8.99,0.118,6.82,0.22,0.26,0.285,348.26,0.325,346.65,0.315,350.69,0.353,355.78,0.272,354.1,0.186,5.25,0.298,343.45,0.378,354.68,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 21:30,11.9,193.9,11.2,4.7,43.121,28.08,0,0,0.13,352.49,0.191,294.82,0.082,295.31,0.139,348.37,0.147,347.01,0.19,312.86,0.155,322.61,0.229,349.43,0.226,351.33,0.253,333.43,0.139,24.17,0.185,22.95,0.175,346.12,0.158,334.08,0.19,351.23,0.151,353.16,0.186,8.65,0.187,346.41,0.285,339.02,0.19,10.3,0.256,345.53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 22:00,11.9,193.8,11.2,4.7,43.112,28.08,0,0,0.156,281.81,0.106,315.76,0.068,13.63,0.188,44.14,0.229,30.49,0.136,16.7,0.153,14.4,0.166,20.07,0.21,3.81,0.181,3.16,0.243,355.98,0.191,9.66,0.184,4.04,0.181,357.47,0.303,353.37,0.28,358.98,0.337,3.75,0.336,10.98,0.275,17.12,0.298,342.23,0.369,356.73,0.428,18.82,0.453,12.35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 22:30,11.9,193.9,11.2,4.7,43.09,28.09,0,0,0.076,245.81,0.088,202.77,0.115,288.75,0.174,24.06,0.201,33.22,0.161,12.57,0.204,6.19,0.24,12.01,0.311,2.95,0.29,26.39,0.336,8.03,0.331,12.74,0.339,23.09,0.37,1.39,0.351,357.23,0.386,10.9,0.322,10.54,0.357,5.79,0.404,12.87,0.439,10.64,0.446,359.87,0.375,4.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 23:00,11.9,193.9,11.2,4.7,43.08,28.09,0,0,0.106,289.8,0.094,255.82,0.042,342,0.094,8.56,0.094,19.2,0.146,325.33,0.141,353.48,0.246,2.56,0.294,355.32,0.29,350.86,0.249,349.14,0.323,350.92,0.387,346.39,0.424,0.41,0.43,3.73,0.404,3.55,0.398,5.34,0.36,18.28,0.421,2.86,0.354,18.59,0.402,9.3,0.352,0.49,0.346,19.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 23:30,11.9,193.9,11.2,4.7,43.053,28.09,0,0,0.052,329.98,0.149,313.1,0.078,290.98,0.166,10.09,0.16,352.83,0.199,340.66,0.257,11.92,0.251,359.32,0.182,19.23,0.276,8.95,0.347,6.29,0.397,356.24,0.414,359.17,0.435,2.77,0.413,359.86,0.357,3.86,0.416,346.23,0.37,350.36,0.368,353.45,0.358,352.14,0.384,5.38,0.3,359.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 0:00,11.9,193.8,11.2,4.7,43.045,28.12,0,0,0.084,288.65,0.06,351.33,0.115,303.27,0.147,29.36,0.154,17.02,0.151,7.22,0.143,35.91,0.192,31.12,0.242,4.51,0.218,0,0.147,345.4,0.125,5.53,0.234,21.85,0.312,10.16,0.347,11.8,0.375,11.55,0.38,9.86,0.386,357.63,0.353,356.26,0.462,6.46,0.433,10.12,0.447,13.85,0.437,23.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 0:30,11.9,193.8,11.2,4.7,43.025,28.27,0,0,0.209,18.95,0.272,356.2,0.146,326.2,0.222,357.94,0.249,9.46,0.184,359.69,0.156,29.2,0.189,17.19,0.171,8.75,0.209,12.17,0.197,16.78,0.228,29.37,0.3,13.48,0.33,15.85,0.386,14.72,0.336,14.12,0.419,11.71,0.418,3.16,0.394,20.96,0.316,3.63,0.236,3.15,0.277,13.13,0.27,5.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 1:00,11.9,193.9,11.2,4.7,43.025,28.24,0,0,0.115,4.97,0.277,321.31,0.191,5.71,0.166,23.79,0.219,45.93,0.168,12.05,0.171,20.13,0.163,23.43,0.197,54.29,0.173,35.35,0.18,22.57,0.226,27.7,0.198,35.77,0.237,4.12,0.301,351.79,0.247,16.01,0.351,9.84,0.186,27.26,0.222,358.97,0.334,349.46,0.341,15.14,0.334,3.78,0.408,350.26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 1:30,11.9,193.8,11.2,4.7,43.022,28.11,0,0,0.211,52.32,0.122,83.87,0.147,34.77,0.211,39.04,0.194,34.51,0.155,358.89,0.13,42.51,0.128,8.51,0.139,344.17,0.044,332.85,0.061,95.62,0.148,344.37,0.077,359.26,0.154,330.95,0.166,334.98,0.151,330.21,0.138,345.36,0.38,359.85,0.345,15.28,0.352,18.23,0.347,11.31,0.396,23.65,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 2:00,11.9,193.9,11.2,4.7,43.029,28,0,0,0.024,157.75,0.072,144.09,0.023,19.98,0.07,57.91,0.124,82.13,0.097,251.94,0.065,229.97,0.067,40.79,0.151,26.4,0.115,14.04,0.101,67.25,0.191,109.57,0.132,54.87,0.095,51.81,0.127,36.33,0.172,26.57,0.108,48.76,0.216,51.59,0.29,23.82,0.23,65,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 2:30,11.9,193.9,11.2,4.7,43.032,27.95,0,0,0.081,139.01,0.193,164.95,0.065,73.81,0.12,100.56,0.117,93.42,0.052,133.45,0.099,95.19,0.146,105.08,0.066,104.88,0.058,105,0.112,35.54,0.141,42.41,0.182,98.53,0.148,62.57,0.133,63.24,0.183,88.75,0.274,85.81,0.284,95.25,0.29,94.16,0.29,65.82,0.225,62.41,0.201,69.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 3:00,11.9,193.9,11.2,4.7,43.032,27.93,0,0,0.095,234.81,0.266,141.88,0.113,223.57,0.127,108.86,0.129,115.77,0.059,160.35,0.097,111.25,0.139,106.34,0.19,137.77,0.141,138.74,0.04,188.53,0.141,141.34,0.136,102.71,0.113,94.05,0.12,163.53,0.108,139.51,0.069,270.83,0.092,136.76,-99,-99,-99,-99,-99,-99,0.149,110.02,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 3:30,11.9,193.8,11.2,4.7,43.038,27.95,0,0,0.005,270,0.215,135,0.078,142.25,0.121,102.43,0.149,102.36,0.09,159.74,0.171,163.69,0.189,148.41,0.18,138.15,0.108,148.22,0.169,141.02,0.186,136.09,0.197,122.16,0.174,131.03,0.173,110.63,0.129,121.35,0.156,144.38,0.215,125.54,0.078,155.07,0.199,157.18,0.151,146.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 4:00,11.9,193.9,11.2,4.7,43.038,27.96,0,0,0.092,54.75,0.125,153.85,0.065,90,0.105,93.81,0.148,102.91,0.126,158.54,0.098,119.45,0.106,150.05,0.178,158.62,0.143,161.69,0.172,137.59,0.107,128.58,0.143,114.78,0.132,134.38,0.134,178.29,0.142,227.86,0.083,198.22,0.264,153.73,0.291,157.76,0.346,146.54,0.36,119.84,0.356,109.56,0.157,131.39,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 4:30,11.9,193.9,11.2,4.7,43.038,28,0,0,0.072,178.41,0.173,165.64,0.164,165.88,0.143,134.43,0.143,147.53,0.127,159.29,0.119,132.27,0.159,132.2,0.193,136.47,0.207,142.85,0.189,151.95,0.236,154.63,0.168,169.02,0.175,179.02,0.175,177.38,0.191,168.22,0.257,169.22,0.273,195.31,0.239,210.1,0.236,205.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 5:00,11.9,193.9,11.2,4.7,43.037,28.07,0,0,0.039,169.56,0.078,209.84,0.057,112.54,0.147,106.21,0.207,97.5,0.103,127.09,0.121,143.04,0.152,138.46,0.183,144.32,0.262,163.15,0.249,166.3,0.239,158.69,0.275,166.52,0.219,192.13,0.173,183.97,0.101,153.43,0.122,147.35,0.033,84.81,0.173,160.41,0.218,139.28,0.143,139.27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 5:30,11.9,193.9,11.2,4.7,43.022,28.12,0,0,0.065,82,0.074,292.38,0.115,139.94,0.112,129.54,0.091,91.89,0.093,177.54,0.21,171.25,0.268,170.99,0.205,193.22,0.183,209.51,0.186,190.22,0.171,193.87,0.281,191.51,0.23,185.49,0.186,169.17,0.139,181.24,-99,-99,0.252,164.59,0.288,170.21,0.147,225.55,-99,-99,0.211,260.72,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 6:00,11.9,193.8,11.2,4.7,43.02,28.15,0,0,0.039,143.43,0.08,233.13,0.095,96.07,0.101,141.43,0.108,144.4,0.165,227.21,0.132,177.4,0.119,151.93,0.108,180.53,0.203,202.01,0.266,180.22,0.301,188.8,-99,-99,0.228,234.08,0.282,185.89,-99,-99,-99,-99,-99,-99,-99,-99,0.164,206.41,0.281,166.61,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 6:30,11.9,193.9,11.2,4.7,43.017,28.17,0,0,0.059,56.85,0.27,328.78,0.2,181.72,0.173,153.14,0.114,116.57,0.105,226.92,0.082,176.51,0.067,185.96,0.108,234.4,0.185,255.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.201,171.43,-99,-99,0.168,211.61,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 7:00,11.9,193.9,11.2,4.7,43.006,28.17,0,0,0.033,45,0.317,336.59,0.137,25.07,0.199,38.88,0.155,83.7,0.028,227.86,0.051,92.25,0.072,95.55,0.105,328.28,0.089,246.89,0.216,197.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.188,194.18,0.103,182.22,0.14,243.62,0.216,213.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 7:30,11.9,193.7,11.2,4.7,43.003,28.17,0,0,0.08,16.63,0.133,322.96,0.077,1.49,0.123,52.29,0.167,89.31,0.067,235.36,0.011,127.87,0.124,127.15,0.059,234.69,-99,-99,0.267,170.29,-99,-99,-99,-99,0.213,248.85,-99,-99,0.13,234.1,0.239,238.5,0.225,262.34,0.175,238.76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 8:00,11.9,193.9,11.2,4.7,42.989,28.21,0,0,0.178,31.9,0.325,343.74,0.145,30.28,0.211,65.02,0.311,64.26,0.149,304.87,0.198,0.58,0.076,102.2,0.084,289.52,-99,-99,0.101,204.02,0.131,190.54,0.147,181.17,0.231,196.63,0.101,209.11,0.096,202.57,0.21,236.46,0.212,235.19,0.149,196.74,0.131,180,0.185,219.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/24/2008 8:30,11.9,193.8,11.2,4.7,42.985,28.25,0,0,0.086,332.24,0.161,338.07,0.144,56.64,0.188,52.77,0.211,59.55,0.109,300.78,0.078,14.04,0.145,17.19,0.223,349.65,0.026,38.66,0.028,167.47,0.101,149.62,0.169,231.02,0.176,227.31,0.167,226.46,0.134,262.29,0.193,219.54,0.163,254.01,0.205,181.12,0.169,268.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
